,State,County,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens,Men in Law-Enforcement,Women in Law-Enforcement,Law-Enforcement per 1000,Unemployment Rate (%)
1742,NEBRASKA,FILLMORE,5676,47.5,52070,29361,551,9.707540521,82,15,0,2.642706131,1.444679352
1743,NEBRASKA,FRANKLIN,3076,50.2,46531,28373,392,12.74382315,54,5,0,1.625487646,1.755526658
1744,NEBRASKA,FRONTIER,2599,44.9,51192,26798,269,10.35013467,34,1,13,5.386687187,1.30819546
1745,NEBRASKA,FURNAS,4850,46.2,40445,23307,739,15.2371134,89,13,8,4.329896907,1.835051546
1746,NEBRASKA,GAGE,21778,44.8,48731,26347,2235,10.26265038,412,64,22,3.948939297,1.89181743
1747,NEBRASKA,GARDEN,1930,50.2,49805,30900,218,11.29533679,22,20,4,12.43523316,1.139896373
1748,NEBRASKA,GARFIELD,1968,51,45227,24379,140,7.113821138,32,3,0,1.524390244,1.62601626
1749,NEBRASKA,GOSPER,1977,46.9,60711,29393,112,5.665149216,53,16,0,8.093070309,2.68082954
1750,NEBRASKA,GRANT,647,50.9,45625,21925,103,15.91962906,17,0,0,0,2.627511592
1751,NEBRASKA,GREELEY,2447,45.8,48220,25054,211,8.622803433,19,1,0,0.40866367,0.776460973
1752,NEBRASKA,HALL,61105,35.7,51355,24617,8894,14.55527371,1760,217,52,4.402258408,2.880288029
1753,NEBRASKA,HAMILTON,9118,42.5,59760,31565,804,8.817723185,100,34,5,4.277253784,1.096731739
1754,NEBRASKA,HARLAN,3465,49.8,44630,25997,542,15.64213564,31,4,1,1.443001443,0.894660895
1755,NEBRASKA,HAYES,1013,47.7,44602,27080,80,7.89733465,9,0,0,0,0.888450148
1756,NEBRASKA,HITCHCOCK,2866,48,41131,23967,452,15.77110956,39,9,4,4.53593859,1.360781577
1757,NEBRASKA,HOLT,10360,45.3,49607,26267,990,9.555984556,71,15,0,1.447876448,0.685328185
1758,NEBRASKA,HOOKER,669,59.5,38616,22094,104,15.54559043,6,0,0,0,0.896860987
1759,NEBRASKA,HOWARD,6365,43.3,52247,28301,603,9.473684211,114,35,8,6.755695208,1.791044776
1760,NEBRASKA,JEFFERSON,7354,45.7,44616,26305,846,11.50394343,124,5,16,2.855588795,1.686157193
1761,NEBRASKA,JOHNSON,5167,42.1,47938,21890,505,9.773562996,70,92,6,18.96651829,1.354751306
1762,NEBRASKA,KEARNEY,6548,40.1,55068,31563,443,6.765424557,129,7,2,1.374465486,1.970067196
1763,NEBRASKA,KEITH,8103,48.7,43100,26699,1023,12.62495372,165,58,0,7.157842774,2.036282858
1764,NEBRASKA,KEYA PAHA,736,52.5,43333,28086,77,10.46195652,3,0,0,0,0.407608696
1765,NEBRASKA,KIMBALL,3713,46.6,40344,23727,377,10.15351468,99,0,0,0,2.666307568
1766,NEBRASKA,KNOX,8551,47.3,47692,26675,1036,12.11554204,133,39,15,6.315050871,1.555373641
1767,NEBRASKA,LANCASTER,301707,33,53730,28600,41105,13.62414528,7497,1195,267,4.845760954,2.48486114
1768,NEBRASKA,LINCOLN,35777,40.2,52179,27474,4200,11.73938564,570,148,6,4.304441401,1.593202337
1769,NEBRASKA,LOGAN,830,43.3,51346,24693,95,11.44578313,4,8,0,9.638554217,0.481927711
1770,NEBRASKA,LOUP,542,51,56750,28063,54,9.963099631,1,0,0,0,0.184501845
1771,NEBRASKA,MCPHERSON,425,48,53750,25352,78,18.35294118,0,0,0,0,0
1772,NEBRASKA,MADISON,35125,36.8,48673,24458,5071,14.43701068,588,75,36,3.160142349,1.674021352
1773,NEBRASKA,MERRICK,7793,43.8,50464,26102,753,9.662517644,228,9,0,1.154882587,2.925702554
1774,NEBRASKA,MORRILL,4843,41.6,43942,24216,576,11.89345447,88,6,0,1.238901507,1.817055544
1775,NEBRASKA,NANCE,3607,45.8,42429,26179,436,12.08760743,61,8,5,3.604103133,1.691156085
1776,NEBRASKA,NEMAHA,7101,37.8,52736,28690,713,10.04083932,247,14,7,2.957329954,3.478383326
1777,NEBRASKA,NUCKOLLS,4352,49,41576,24096,538,12.36213235,66,7,5,2.757352941,1.516544118
1778,NEBRASKA,OTOE,15890,41.8,52108,27251,1676,10.54751416,324,68,41,6.859660164,2.03901825
1779,NEBRASKA,PAWNEE,2695,49.5,40139,27039,538,19.96289425,38,11,0,4.081632653,1.410018553
1780,NEBRASKA,PERKINS,2911,43.9,56797,30429,194,6.664376503,28,2,0,0.687049124,0.961868774
1781,NEBRASKA,PHELPS,9236,41.7,51264,27882,740,8.012126462,58,28,3,3.356431356,0.627977479
1782,NEBRASKA,PIERCE,7179,41.7,53125,27386,460,6.407577657,152,33,0,4.596740493,2.11728653
1783,NEBRASKA,PLATTE,32703,38.4,58473,27052,2803,8.571079106,837,115,57,5.259456319,2.55939822
1784,NEBRASKA,POLK,5242,45.6,57991,30947,418,7.974055704,111,16,0,3.052270126,2.1175124
1785,NEBRASKA,RED WILLOW,10884,41.5,42457,24529,1234,11.33774348,294,88,39,11.66850423,2.701212789
1786,NEBRASKA,RICHARDSON,8149,47.4,45929,26638,1439,17.65860842,193,46,3,6.013007731,2.368388759
1787,NEBRASKA,ROCK,1407,52.4,48750,30247,141,10.02132196,13,5,3,5.685856432,0.92395167
1788,NEBRASKA,SALINE,14356,36.6,49332,21880,1586,11.04764558,244,24,11,2.438005015,1.699637782
1789,NEBRASKA,SARPY,172460,33.9,72269,31906,10597,6.144613244,3445,822,100,5.346167227,1.997564653
1790,NEBRASKA,SAUNDERS,20946,41.1,64475,30348,1897,9.056621789,327,70,17,4.153537668,1.561157262
1791,NEBRASKA,SCOTTS BLUFF,36599,39.6,46632,25863,4791,13.0905216,1003,129,8,3.743271674,2.740512036
1792,NEBRASKA,SEWARD,17113,38.1,61563,28491,1413,8.256880734,309,56,27,4.850113948,1.805644831
1793,NEBRASKA,SHERIDAN,5259,45.9,42802,25077,870,16.54306902,55,16,14,5.70450656,1.045826203
1794,NEBRASKA,SHERMAN,3090,49.7,46299,26348,402,13.00970874,35,2,0,0.647249191,1.132686084
1795,NEBRASKA,SIOUX,1274,47.4,46667,27279,140,10.98901099,0,7,0,5.494505495,0
1796,NEBRASKA,STANTON,6022,41.1,58553,29282,570,9.465293922,106,19,12,5.147791431,1.760212554
1797,NEBRASKA,THAYER,5163,48.3,45590,30057,603,11.67925625,37,21,0,4.067402673,0.716637614
1798,NEBRASKA,THOMAS,675,41.9,54286,30746,65,9.62962963,7,10,2,17.77777778,1.037037037
1799,NEBRASKA,THURSTON,6989,28.4,42979,19100,2168,31.02017456,450,8,5,1.860065818,6.438689369
1800,NEBRASKA,VALLEY,4240,46.1,44657,26384,533,12.57075472,43,7,0,1.650943396,1.014150943
1801,NEBRASKA,WASHINGTON,20338,41.2,65565,31776,1834,9.017602517,160,72,24,4.720228144,0.786704691
1802,NEBRASKA,WAYNE,9414,30.7,55141,26732,990,10.51625239,121,8,0,0.849798173,1.285319737
1803,NEBRASKA,WEBSTER,3665,47.6,40313,24534,367,10.01364256,55,13,8,5.729877217,1.500682128
1804,NEBRASKA,WHEELER,805,50,47452,30800,41,5.093167702,3,3,2,6.211180124,0.372670807
1805,NEBRASKA,YORK,13842,40.1,55156,27962,1218,8.799306459,105,45,4,3.539950874,0.758560902
1806,NEVADA,CHURCHILL,24148,38.8,45368,23951,3851,15.94749048,1207,64,0,2.650323008,4.998343548
1807,NEVADA,CLARK,2070153,36.7,52629,26661,307146,14.83687438,101292,6395,1116,3.628234242,4.892971679
1808,NEVADA,DOUGLAS,47426,50.1,59769,35243,5148,10.85480538,1649,307,28,7.06363598,3.476995741
1809,NEVADA,ELKO,52029,33.5,74672,31378,5401,10.3807492,1353,219,11,4.420611582,2.600472813
1810,NEVADA,ESMERALDA,1069,42,43125,22415,126,11.78671656,54,0,0,0,5.051449953
1811,NEVADA,EUREKA,1730,47.1,70000,34031,186,10.75144509,35,15,3,10.40462428,2.023121387
1812,NEVADA,HUMBOLDT,17091,35.2,67295,27580,1997,11.68451232,694,41,0,2.39892341,4.060616699
1813,NEVADA,LANDER,5907,37,78077,30044,757,12.81530388,240,0,11,1.862197393,4.06297613
1814,NEVADA,LINCOLN,5155,39.6,49406,25505,595,11.54219205,183,166,15,35.11154219,3.549951503
1815,NEVADA,LYON,51897,43.7,49007,23519,7876,15.17621442,2699,262,27,5.568722662,5.200685974
1816,NEVADA,MINERAL,4519,49.2,37750,24146,941,20.82319097,276,4,16,4.425757911,6.107545917
1817,NEVADA,NYE,43198,51.2,42266,23075,7346,17.00541692,2362,282,53,7.754988657,5.467845734
1818,NEVADA,PERSHING,6690,41.3,45192,17631,767,11.46487294,78,32,0,4.783258595,1.165919283
1819,NEVADA,STOREY,3941,54.4,65508,34967,284,7.206292819,78,0,0,0,1.979193098
1820,NEVADA,WASHOE,439914,37.9,54955,29942,65024,14.78107085,18524,1176,364,3.500684225,4.210823025
1821,NEVADA,WHITE PINE,9893,39.1,58156,24186,1068,10.79551198,303,197,8,20.72172243,3.062771657
1822,NEVADA,CARSON CITY,54412,43.1,47948,26553,8744,16.06998456,2498,188,41,4.208630449,4.590899066
1823,NEW HAMPSHIRE,BELKNAP,60392,46.5,61245,32501,6124,10.14041595,1654,293,29,5.331832031,2.738773347
1824,NEW HAMPSHIRE,CARROLL,47416,50.9,56289,33481,4716,9.946009786,1234,146,4,3.163489118,2.602497047
1825,NEW HAMPSHIRE,CHESHIRE,76320,42.2,58359,30935,7813,10.23715933,2119,307,15,4.219077568,2.776467505
1826,NEW HAMPSHIRE,COOS,32219,47.9,45154,25467,4042,12.54539247,1069,304,22,10.1182532,3.317917999
1827,NEW HAMPSHIRE,GRAFTON,89164,42.4,58107,33964,9687,10.86425015,2200,322,21,3.846844018,2.46736351
1828,NEW HAMPSHIRE,HILLSBOROUGH,404948,40.3,73189,36012,34231,8.453184113,11849,1292,150,3.560951036,2.926054703
1829,NEW HAMPSHIRE,MERRIMACK,147715,42.7,67181,32848,12150,8.225298717,3868,523,60,3.946789426,2.618556003
1830,NEW HAMPSHIRE,ROCKINGHAM,300365,43.8,82398,41449,15240,5.073826844,8774,989,171,3.861967939,2.921112646
1831,NEW HAMPSHIRE,STRAFFORD,125913,37.1,63533,30598,11875,9.431115135,3953,472,38,4.050415763,3.139469316
1832,NEW HAMPSHIRE,SULLIVAN,43051,45.8,58454,30552,3812,8.854614295,1007,168,52,5.110218113,2.3390862
1833,NEW JERSEY,ATLANTIC,274026,40.8,55456,28575,41469,15.13323553,17131,1296,197,5.448388109,6.251596564
1834,NEW JERSEY,BERGEN,930310,41.5,88487,44978,69119,7.42967398,28810,3444,399,4.130881104,3.09681719
1835,NEW JERSEY,BURLINGTON,450236,41.3,80034,38137,28440,6.316687248,18903,2447,757,7.116267913,4.198464805
1836,NEW JERSEY,CAMDEN,511145,38.4,63028,31736,66882,13.08474112,23687,2630,549,6.219370237,4.634105782
1837,NEW JERSEY,CAPE MAY,95404,48.4,59338,34550,9695,10.16204771,4357,799,64,9.045742317,4.56689447
1838,NEW JERSEY,CUMBERLAND,155744,36.7,49537,22303,26448,16.98171358,6809,1638,188,11.72436819,4.371918019
1839,NEW JERSEY,ESSEX,792586,37,54860,33482,132940,16.77294325,49716,2586,806,4.279661765,6.272631613
1840,NEW JERSEY,GLOUCESTER,291286,39.8,78592,34886,23257,7.984249157,12712,1878,203,7.14418132,4.364095768
1841,NEW JERSEY,HUDSON,668526,34.7,60894,34468,115156,17.22535848,30554,1634,566,3.290821898,4.570353285
1842,NEW JERSEY,HUNTERDON,125708,45.5,108177,53222,5499,4.374423267,3704,603,44,5.146848252,2.946510962
1843,NEW JERSEY,MERCER,371101,38.5,73966,38652,39606,10.67256623,16866,1694,435,5.736982654,4.544854366
1844,NEW JERSEY,MIDDLESEX,831852,37.9,80716,35209,71749,8.625212177,30561,3357,477,4.608992946,3.673850637
1845,NEW JERSEY,MONMOUTH,627532,42.6,87297,44504,47318,7.540332605,22601,3471,442,6.235538586,3.601569322
1846,NEW JERSEY,MORRIS,498215,42.2,102798,51182,22483,4.512710376,15379,2291,182,4.963720482,3.086819947
1847,NEW JERSEY,OCEAN,586166,42.8,63108,31903,64770,11.04977088,20619,3665,377,6.895657544,3.517604228
1848,NEW JERSEY,PASSAIC,507204,36.5,61664,28661,83738,16.50972784,17754,1764,326,4.120629963,3.500366716
1849,NEW JERSEY,SALEM,64504,41.8,61341,30295,8692,13.47513333,3007,392,60,7.007317376,4.661726405
1850,NEW JERSEY,SOMERSET,331686,41.1,102405,50034,16924,5.102416141,9752,841,143,2.96666124,2.940130123
1851,NEW JERSEY,SUSSEX,144694,43.8,87388,39667,8358,5.776327975,5865,1102,119,8.438497795,4.053381619
1852,NEW JERSEY,UNION,550436,38.2,70476,36374,58464,10.62139831,25197,1964,460,4.403781729,4.577643904
1853,NEW JERSEY,WARREN,107095,43.1,72999,35386,8334,7.781875905,4886,773,80,7.964890985,4.562304496
1854,NEW MEXICO,BERNALILLO,674777,36.8,48994,27402,124678,18.47691904,24522,2342,591,4.34662118,3.634089484
1855,NEW MEXICO,CATRON,3547,58.1,38142,20762,809,22.80800677,45,20,0,5.638567804,1.268677756
1856,NEW MEXICO,CHAVES,65610,35.1,41356,21015,14196,21.63694559,2026,458,13,7.178783722,3.087943911
1857,NEW MEXICO,CIBOLA,27373,35.8,36160,16885,7005,25.59091075,1862,274,114,14.17455157,6.802323457
1858,NEW MEXICO,COLFAX,12716,48.3,32693,20911,2620,20.60396351,610,66,23,6.999056307,4.797106008
1859,NEW MEXICO,CURRY,50544,30.8,42170,21502,10676,21.12219057,1996,224,23,4.886831276,3.949034505
1860,NEW MEXICO,DE BACA,1977,49.7,31197,28232,389,19.67627719,49,0,0,0,2.478502782
1861,NEW MEXICO,DO?A ANA,213825,32.6,38636,20143,57626,26.950076,10529,1275,155,6.687711914,4.924120192
1862,NEW MEXICO,EDDY,56369,36.4,59625,27974,7638,13.55000089,1539,388,59,7.929890543,2.730224059
1863,NEW MEXICO,GRANT,28879,46.4,38890,24882,6086,21.07413692,1092,131,22,5.297967381,3.781294366
1864,NEW MEXICO,GUADALUPE,4469,41.1,26692,16034,542,12.12799284,4,86,12,21.92884314,0.089505482
1865,NEW MEXICO,HARDING,565,58,32404,23339,81,14.33628319,13,2,16,31.85840708,2.300884956
1866,NEW MEXICO,HIDALGO,4531,42.3,34528,18077,1075,23.72544692,221,114,4,26.04281616,4.877510483
1867,NEW MEXICO,LEA,68930,31.8,58152,24126,10549,15.30393152,2041,332,135,6.774989119,2.960974902
1868,NEW MEXICO,LINCOLN,19726,50.9,40065,25230,3515,17.81912197,545,157,0,7.959038832,2.76285106
1869,NEW MEXICO,LOS ALAMOS,17895,43.5,105902,51066,904,5.051690416,244,42,0,2.347024308,1.36350936
1870,NEW MEXICO,LUNA,24627,38.4,27326,15650,7153,29.04535672,1320,254,11,10.76054737,5.359970764
1871,NEW MEXICO,MCKINLEY,74346,30.8,29272,12882,28089,37.78145428,4287,227,158,5.178489764,5.766281979
1872,NEW MEXICO,MORA,4598,41.3,21190,13826,1036,22.53153545,34,13,0,2.827316224,0.739451936
1873,NEW MEXICO,OTERO,65333,35.7,41502,20652,15439,23.63124302,2822,375,0,5.739825203,4.319409793
1874,NEW MEXICO,QUAY,8555,46.5,28159,18285,1638,19.14669784,84,27,0,3.156049094,0.98188194
1875,NEW MEXICO,RIO ARRIBA,39924,39.8,33972,19600,9275,23.23164012,1534,112,28,3.506662659,3.842300371
1876,NEW MEXICO,ROOSEVELT,19618,29.7,34933,18447,4755,24.23794474,955,40,0,2.038943827,4.867978387
1877,NEW MEXICO,SANDOVAL,138117,39.4,60158,27060,19739,14.29150648,5504,512,57,4.11969562,3.985027187
1878,NEW MEXICO,SAN JUAN,122537,34.8,48624,22927,24871,20.2967267,5513,468,84,4.504761827,4.499049267
1879,NEW MEXICO,SAN MIGUEL,28350,42.2,27000,16990,8093,28.54673721,480,162,15,6.243386243,1.693121693
1880,NEW MEXICO,SANTA FE,147320,45,55370,34176,22507,15.27762693,4951,596,77,4.568286723,3.360711377
1881,NEW MEXICO,SIERRA,11442,56,29679,20495,2471,21.59587485,442,48,31,6.904387345,3.862961021
1882,NEW MEXICO,SOCORRO,17324,35.8,34542,17277,3796,21.91179866,351,5,7,0.692680674,2.026090972
1883,NEW MEXICO,TAOS,32961,47.6,35323,22302,7168,21.74691302,1538,114,4,3.579988471,4.666120567
1884,NEW MEXICO,TORRANCE,15599,43.7,32067,18967,4604,29.51471248,579,119,18,8.78261427,3.711776396
1885,NEW MEXICO,UNION,4292,40.4,36420,21091,614,14.305685,49,87,42,30.05591799,1.1416589
1886,NEW MEXICO,VALENCIA,75993,38.9,41788,19842,17177,22.60339768,3394,419,55,6.237416604,4.466200834
1887,NEW YORK,ALBANY,307891,37.8,60904,33888,37749,12.26050778,9643,1216,390,5.216131683,3.131952542
1888,NEW YORK,ALLEGANY,47700,38.5,44085,21478,7284,15.27044025,1786,206,23,4.800838574,3.744234801
1889,NEW YORK,BRONX,1436785,33.3,35302,18896,427715,29.76889375,83538,3770,1862,3.919862749,5.814231078
1890,NEW YORK,BROOME,197381,39.8,47744,25880,32624,16.52843992,7104,791,68,4.3519893,3.599130615
1891,NEW YORK,CATTARAUGUS,78506,41.5,43884,22832,13265,16.8967977,2763,478,31,6.483580873,3.519476218
1892,NEW YORK,CAYUGA,78783,42.4,53114,26596,8494,10.78151378,2736,970,109,13.69584809,3.472830433
1893,NEW YORK,CHAUTAUQUA,131748,42,43211,23249,24410,18.52779549,4861,728,92,6.2240034,3.689619577
1894,NEW YORK,CHEMUNG,87742,41,49578,26196,13179,15.02017278,2244,963,46,11.4996239,2.557498119
1895,NEW YORK,CHENANGO,49286,44.1,46979,23805,7468,15.15237593,1592,250,32,5.721705961,3.230126202
1896,NEW YORK,CLINTON,81505,39.4,50502,25024,11865,14.55738912,2531,1506,214,21.10299982,3.105330961
1897,NEW YORK,COLUMBIA,61860,47,59916,33864,7605,12.29388943,1760,698,67,12.36663434,2.845134174
1898,NEW YORK,CORTLAND,48713,36.2,50910,24665,6209,12.74608421,1327,261,83,7.061769959,2.724118818
1899,NEW YORK,DELAWARE,46480,46.5,46055,24753,6987,15.03227194,1792,288,22,6.669535284,3.855421687
1900,NEW YORK,DUTCHESS,295905,41.6,72706,35101,25562,8.638583329,11899,2213,422,8.904885014,4.021223028
1901,NEW YORK,ERIE,922129,40.4,52744,29940,132072,14.32250802,28965,5701,833,7.085776502,3.141100649
1902,NEW YORK,ESSEX,38598,46.4,53244,28155,3638,9.425358827,1416,364,26,10.10415047,3.668583864
1903,NEW YORK,FRANKLIN,51007,40.1,49782,23660,8706,17.06824553,1882,1050,143,23.38894662,3.68968965
1904,NEW YORK,FULTON,54297,43,46090,25092,8861,16.319502,2115,310,72,7.035379487,3.895242831
1905,NEW YORK,GENESEE,59053,43.2,52641,26381,7245,12.26864004,1712,488,25,8.687111578,2.899090647
1906,NEW YORK,GREENE,48069,45.4,51013,26307,5826,12.12007739,1650,441,25,9.694397637,3.432565687
1907,NEW YORK,HAMILTON,4697,53.5,52708,27371,526,11.19863743,192,19,8,5.748350011,4.087715563
1908,NEW YORK,HERKIMER,63558,43.3,48893,24678,8738,13.74807263,2797,309,45,5.56971585,4.400704868
1909,NEW YORK,JEFFERSON,117966,32,49911,24172,16236,13.76328773,4678,1151,84,10.46911822,3.965549396
1910,NEW YORK,KINGS,2606852,34.5,50640,28134,587518,22.5374513,117928,6729,3989,4.111472381,4.523770433
1911,NEW YORK,LEWIS,27107,41.8,49976,25230,3750,13.834065,1011,206,9,7.931530601,3.729663924
1912,NEW YORK,LIVINGSTON,64622,40.4,52724,24596,8720,13.49385658,1584,261,43,4.704280276,2.451177618
1913,NEW YORK,MADISON,72089,41.1,55858,26824,7932,11.00306565,1700,179,30,2.899194052,2.358196119
1914,NEW YORK,MONROE,749236,38.6,53568,30194,107724,14.37784623,28735,1967,296,3.020410124,3.835240165
1915,NEW YORK,MONTGOMERY,49667,41.3,44455,23885,10014,20.16228079,1992,242,38,5.637546057,4.010711338
1916,NEW YORK,NASSAU,1356801,41.4,102044,44548,80282,5.917006252,41435,9361,1669,8.129416178,3.053874518
1917,NEW YORK,NEW YORK,1634989,36.7,75513,66522,279847,17.11613962,65859,1975,1198,1.940685839,4.028100495
1918,NEW YORK,NIAGARA,213374,42.9,50094,27487,28523,13.36760805,7729,904,79,4.606934303,3.622278253
1919,NEW YORK,ONEIDA,232858,41.2,49838,26577,36789,15.7988989,7610,2172,185,10.12204863,3.26808613
1920,NEW YORK,ONONDAGA,468050,38.8,55717,30225,68285,14.58925328,16335,1626,316,4.149129367,3.490011751
1921,NEW YORK,ONTARIO,109450,43.3,58070,31524,10898,9.957058017,3152,552,83,5.801735952,2.879853815
1922,NEW YORK,ORANGE,376242,36.9,71910,31272,46342,12.31707252,12277,4257,888,13.67470936,3.263059414
1923,NEW YORK,ORLEANS,41938,42.6,48731,23332,6089,14.51905193,1445,253,100,8.417187276,3.445562497
1924,NEW YORK,OSWEGO,120513,39.5,49571,24284,21100,17.50848456,5274,367,124,4.074249251,4.376291354
1925,NEW YORK,OTSEGO,60979,41.6,49689,24989,9106,14.93300972,2088,232,34,4.362157464,3.424129618
1926,NEW YORK,PUTNAM,99408,43.4,97606,41993,5061,5.091139546,3364,992,132,11.30693707,3.384033478
1927,NEW YORK,QUEENS,2310011,37.9,59758,27631,334149,14.46525579,94271,9525,3585,5.67529765,4.080976238
1928,NEW YORK,RENSSELAER,159959,39.8,61754,31529,19064,11.918054,5812,647,202,5.307610075,3.633431067
1929,NEW YORK,RICHMOND,473324,39.6,74021,32678,60530,12.78828033,13876,4447,977,11.45938089,2.931607102
1930,NEW YORK,ROCKLAND,322642,36.3,86134,35557,46128,14.29696072,11124,2542,185,8.452092412,3.447784231
1931,NEW YORK,ST. LAWRENCE,111529,38,46313,23313,19107,17.13186705,4907,1203,169,12.30173318,4.399752531
1932,NEW YORK,SARATOGA,224929,42,74080,37583,14193,6.309991153,6548,941,124,4.734827434,2.911140849
1933,NEW YORK,SCHENECTADY,154845,39.9,59959,29212,18055,11.66004714,5895,628,159,5.082501857,3.807032839
1934,NEW YORK,SCHOHARIE,31667,43.6,50607,25638,4273,13.49354217,1575,128,21,4.705213629,4.973631857
1935,NEW YORK,SCHUYLER,18336,46,47229,25004,2617,14.27246946,645,146,6,8.289703316,3.517670157
1936,NEW YORK,SENECA,35036,42.2,50073,25680,3952,11.27982646,861,251,37,8.220116452,2.457472314
1937,NEW YORK,STEUBEN,98151,42.3,48823,26830,14558,14.83224827,3543,489,74,5.736059745,3.60974417
1938,NEW YORK,SUFFOLK,1498130,40.9,90128,38779,106499,7.108795632,47643,10954,1870,8.560004806,3.180164605
1939,NEW YORK,SULLIVAN,75818,42.5,52027,27068,12479,16.45915218,3682,812,188,13.18948007,4.856366562
1940,NEW YORK,TIOGA,49649,43.9,58115,29654,5405,10.88642269,1653,135,48,3.685874841,3.329372193
1941,NEW YORK,TOMPKINS,104268,30.3,54133,28888,18133,17.39076227,2812,204,33,2.272988836,2.696896459
1942,NEW YORK,ULSTER,180505,43.4,60393,31760,22480,12.45394864,7993,1312,78,7.700617711,4.428132185
1943,NEW YORK,WARREN,64911,45.6,57174,31652,7079,10.90570165,2064,360,54,6.377963673,3.179738411
1944,NEW YORK,WASHINGTON,62465,43.2,51449,25200,7627,12.21003762,2533,514,66,9.285199712,4.05507084
1945,NEW YORK,WAYNE,91874,43.4,51627,26209,10761,11.71278055,3269,454,43,5.409582689,3.558133966
1946,NEW YORK,WESTCHESTER,969229,40.5,86226,49938,92600,9.553985694,35720,4815,864,5.85929641,3.685403553
1947,NEW YORK,WYOMING,41239,41.4,53612,24610,4312,10.45612163,1421,471,30,12.1486942,3.445767356
1948,NEW YORK,YATES,25106,41.5,50105,26001,3319,13.21994742,876,111,0,4.421253884,3.489205768
1949,NORTH CAROLINA,ALAMANCE,156372,39.6,43209,23989,28123,17.98467756,5397,742,85,5.288670606,3.451385158
1950,NORTH CAROLINA,ALEXANDER,37211,42.4,40404,20567,6240,16.7692349,1435,92,21,3.036736449,3.856386552
1951,NORTH CAROLINA,ALLEGHANY,10868,48.5,38352,21059,2089,19.22156791,315,23,0,2.116304748,2.898417372
1952,NORTH CAROLINA,ANSON,25883,39.9,34656,17548,5484,21.18765213,1703,135,103,9.195224665,6.579608237
1953,NORTH CAROLINA,ASHE,26992,46.9,37360,22343,5290,19.59839953,967,109,4,4.186425608,3.582542976
1954,NORTH CAROLINA,AVERY,17633,44,35891,21548,2509,14.22900244,562,127,13,7.939658595,3.187205807
1955,NORTH CAROLINA,BEAUFORT,47513,45.2,40906,23716,8215,17.29000484,2097,122,4,2.651905794,4.413528929
1956,NORTH CAROLINA,BERTIE,20324,45,31129,17244,3992,19.64180279,1171,60,95,7.626451486,5.76166109
1957,NORTH CAROLINA,BLADEN,34454,42.9,30408,19510,9549,27.71521449,1254,194,14,6.037034887,3.639635456
1958,NORTH CAROLINA,BRUNSWICK,119167,50.9,49356,28694,17992,15.09813959,5000,461,112,4.808378158,4.195792459
1959,NORTH CAROLINA,BUNCOMBE,250112,41.7,46902,28087,35996,14.39195241,7656,553,73,2.50287871,3.061028659
1960,NORTH CAROLINA,BURKE,89082,43.3,39759,20775,17135,19.23508677,4459,458,77,6.005702611,5.00550055
1961,NORTH CAROLINA,CABARRUS,192296,37.7,58970,27728,22324,11.60918584,7948,939,214,5.995964555,4.133211299
1962,NORTH CAROLINA,CALDWELL,81623,43.5,37118,20587,14137,17.31987307,3992,653,72,8.882300332,4.890778335
1963,NORTH CAROLINA,CAMDEN,10228,40.9,60714,26420,1060,10.36370747,536,92,35,12.4168948,5.24051623
1964,NORTH CAROLINA,CARTERET,68537,46.9,50599,29349,8869,12.94045552,3031,327,43,5.398543852,4.422428761
1965,NORTH CAROLINA,CASWELL,23094,45.3,38310,20235,4888,21.16567074,1059,258,13,11.73464969,4.585606651
1966,NORTH CAROLINA,CATAWBA,155461,41.1,45450,24220,24269,15.61098925,6049,550,134,4.399817318,3.891008034
1967,NORTH CAROLINA,CHATHAM,68778,46.9,58555,35109,9185,13.35456105,2497,123,11,1.948297421,3.630521388
1968,NORTH CAROLINA,CHEROKEE,27226,50.4,35284,19285,5247,19.27201939,790,111,18,4.738117975,2.90163814
1969,NORTH CAROLINA,CHOWAN,14556,45.3,41156,22173,3491,23.98323715,855,159,102,17.93075021,5.873866447
1970,NORTH CAROLINA,CLAY,10730,50.8,36296,23076,1731,16.13233924,473,36,0,3.355079217,4.408201305
1971,NORTH CAROLINA,CLEVELAND,97113,41.5,39134,20677,19866,20.45658151,5596,503,24,5.426667902,5.762359313
1972,NORTH CAROLINA,COLUMBUS,57015,41.6,35847,21133,12443,21.82408138,1904,685,120,14.11909147,3.339472069
1973,NORTH CAROLINA,CRAVEN,104190,36.1,47957,25230,15205,14.59353105,4453,537,106,6.171417602,4.273922641
1974,NORTH CAROLINA,CUMBERLAND,325841,31.5,44810,23148,55235,16.9515193,15560,1559,376,5.938479197,4.77533521
1975,NORTH CAROLINA,CURRITUCK,24864,43.2,61086,28202,2468,9.925997426,787,145,29,6.998069498,3.16521879
1976,NORTH CAROLINA,DARE,35187,45.3,54787,29746,2885,8.199050786,1161,97,14,3.154574132,3.299514025
1977,NORTH CAROLINA,DAVIDSON,164058,41.9,44469,23146,26221,15.98276219,7911,530,114,3.925441003,4.82207512
1978,NORTH CAROLINA,DAVIE,41568,44.3,51662,28178,5735,13.79667052,1292,156,2,3.80100077,3.108160123
1979,NORTH CAROLINA,DUPLIN,59121,39.2,35364,17960,16106,27.24243501,2883,198,23,3.738096446,4.876439844
